acc,0.9099403578528827,do_sub_dim,False,do_sub_dim_rest,True,dim_num,400,hidden_dim,368,corrupted_token_percent,0.0,maximum_rank,300,dim_file,SA-dim-files/average_corr_dim_layer_1.tsv,path,./results/BERT-disk-corrupted-part-of-speech-2020-4-1-3-45-4-863428/,comment,do_sub_dim_rest-hid-1-exp-do_sub_dim_rest-layer-1-maximum_rank-300,
acc,0.909662027833002,do_sub_dim,False,do_sub_dim_rest,True,dim_num,400,hidden_dim,368,corrupted_token_percent,0.0,maximum_rank,300,dim_file,SA-dim-files/average_corr_dim_layer_1.tsv,path,./results/BERT-disk-corrupted-part-of-speech-2020-4-1-3-51-22-136461/,comment,do_sub_dim_rest-hid-1-exp-do_sub_dim_rest-layer-1-maximum_rank-300,
acc,0.9131212723658052,do_sub_dim,False,do_sub_dim_rest,True,dim_num,300,hidden_dim,468,corrupted_token_percent,0.0,maximum_rank,300,dim_file,SA-dim-files/average_corr_dim_layer_1.tsv,path,./results/BERT-disk-corrupted-part-of-speech-2020-4-1-3-53-42-439049/,comment,do_sub_dim_rest-hid-1-exp-do_sub_dim_rest-layer-1-maximum_rank-300,
acc,0.9145129224652088,do_sub_dim,False,do_sub_dim_rest,True,dim_num,200,hidden_dim,568,corrupted_token_percent,0.0,maximum_rank,300,dim_file,SA-dim-files/average_corr_dim_layer_1.tsv,path,./results/BERT-disk-corrupted-part-of-speech-2020-4-1-3-56-13-741846/,comment,do_sub_dim_rest-hid-1-exp-do_sub_dim_rest-layer-1-maximum_rank-300,
acc,0.9164612326043737,do_sub_dim,False,do_sub_dim_rest,True,dim_num,150,hidden_dim,618,corrupted_token_percent,0.0,maximum_rank,300,dim_file,SA-dim-files/average_corr_dim_layer_1.tsv,path,./results/BERT-disk-corrupted-part-of-speech-2020-4-1-3-58-39-592342/,comment,do_sub_dim_rest-hid-1-exp-do_sub_dim_rest-layer-1-maximum_rank-300,
acc,0.9160636182902584,do_sub_dim,False,do_sub_dim_rest,True,dim_num,125,hidden_dim,643,corrupted_token_percent,0.0,maximum_rank,300,dim_file,SA-dim-files/average_corr_dim_layer_1.tsv,path,./results/BERT-disk-corrupted-part-of-speech-2020-4-1-4-1-3-923957/,comment,do_sub_dim_rest-hid-1-exp-do_sub_dim_rest-layer-1-maximum_rank-300,
acc,0.9172166998011928,do_sub_dim,False,do_sub_dim_rest,True,dim_num,100,hidden_dim,668,corrupted_token_percent,0.0,maximum_rank,300,dim_file,SA-dim-files/average_corr_dim_layer_1.tsv,path,./results/BERT-disk-corrupted-part-of-speech-2020-4-1-4-3-34-679004/,comment,do_sub_dim_rest-hid-1-exp-do_sub_dim_rest-layer-1-maximum_rank-300,
acc,0.9157852882703778,do_sub_dim,False,do_sub_dim_rest,True,dim_num,90,hidden_dim,678,corrupted_token_percent,0.0,maximum_rank,300,dim_file,SA-dim-files/average_corr_dim_layer_1.tsv,path,./results/BERT-disk-corrupted-part-of-speech-2020-4-1-4-5-56-317315/,comment,do_sub_dim_rest-hid-1-exp-do_sub_dim_rest-layer-1-maximum_rank-300,
acc,0.91610337972167,do_sub_dim,False,do_sub_dim_rest,True,dim_num,80,hidden_dim,688,corrupted_token_percent,0.0,maximum_rank,300,dim_file,SA-dim-files/average_corr_dim_layer_1.tsv,path,./results/BERT-disk-corrupted-part-of-speech-2020-4-1-4-8-26-991157/,comment,do_sub_dim_rest-hid-1-exp-do_sub_dim_rest-layer-1-maximum_rank-300,
acc,0.917375745526839,do_sub_dim,False,do_sub_dim_rest,True,dim_num,70,hidden_dim,698,corrupted_token_percent,0.0,maximum_rank,300,dim_file,SA-dim-files/average_corr_dim_layer_1.tsv,path,./results/BERT-disk-corrupted-part-of-speech-2020-4-1-4-10-50-261433/,comment,do_sub_dim_rest-hid-1-exp-do_sub_dim_rest-layer-1-maximum_rank-300,
